Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns
approximated_a8f6019c-f34e-4418-af12-f0f464881e4c_VAST2009all.owl_functional.owl,2063295702,203794459,2267090161
approximated_cd75b3f9-a5f7-4436-bf9e-c73dea998d92_onto.rdf_functional.owl,35101329,27464005,62565334
19c0e590-e643-49d7-b21f-2fc584b1ab11_t_annotate.obo_functional.owl,28537738,32956207,61493945
approximated_0e041011-1e56-459a-a749-5038f476ca3e_fearlus.owl_functional.owl,31873180,27102342,58975522
05aa3148-2984-473a-b4d7-5a97ef55b620_nsynset2D0.rdf_functional.owl,2265552207,4808760778,7074312985
approximated_a0f1fe03-9384-41b8-a338-81b935691ca7_dProtected.owl_functional.owl,242088320,359372601,601460921
aaff4dda-3125-4140-89fe-74647cbbba58_stdview.rdf_functional.owl,18651226,20530568,39181794
approximated_36bf65ea-821a-4868-aaaa-ba268d25b06c_Bollard.ttl_functional.owl,23499044,8834442,32333486
approximated_25026944-4e55-4055-9c7d-b733fd0752e8_Sight_glass.rdf_functional.owl,23857332,7949355,31806687
mat.minimal-anatomical-terminology.2.owl.xml_functional.owl,27391858,28896756,56288614
approximated_00014.owl_functional.owl,57898049,44488360,102386409
9b10aa7f-5d37-4a23-9dc8-c0e74b59d728_Film.owl_functional.owl,44476628,8358278,52834906
c4522b4a-8b40-45cd-a28e-130ae6f77616_loggerhead.obo_functional.owl,26757198,35325512,62082710
266078d7-4ebe-482d-98a2-090b4d640520_EbGdrcN5Y29ycA_functional.owl,18439630,12250704,30690334
e24d6190-e9dd-4ffe-bb50-e13016b382d9_Company.owl_functional.owl,20959210,2862316,23821526
approximated_74d155eb-2fac-447f-bc9d-a9a75b00a009_cery_store.ttl_functional.owl,17036930,11638419,28675349
approximated_bspo.spatial-ontology.20.owl.xml_functional.owl,27760610,31181233,58941843
approximated_23fee2e3-9ffc-4fce-86fd-342eeba74013_John_Dory.rdf_functional.owl,10800190,8249539,19049729
approximated_9833b76c-da15-4524-83af-85574d900520_u_dressing.rdf_functional.owl,20935871,8194238,29130109
approximated_d5526c43-5838-4a9c-af57-b8f625e26237_Leerdammer.ttl_functional.owl,19498281,8183819,27682100
approximated_cd8a38f3-171c-45fa-b461-fb3ce121cfb6_software.owl_functional.owl,15428309,8006720,23435029
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,520318139,1160705518,1681023657
approximated_70aeb10e-eece-43b2-8b09-2f9ea45c1cfe___Koch_G36.ttl_functional.owl,21275422,5084880,26360302
approximated_75d9fe1b-71db-4e70-a109-bd304b2321a7_VRAM.ttl_functional.owl,16392891,5179397,21572288
approximated_8f89a31c-fe5f-46b1-9b07-d9dc72b50e03_pban.owl_functional.owl,25550085,5933056,31483141
approximated_8fca389d-d850-405f-b461-c6ce2ab6feb7_premises663.rdf_functional.owl,21646914,11518907,33165821
approximated_01e61578-858f-498c-9aba-2401be843c1b_nry_trowel.ttl_functional.owl,11968417,5665192,17633609
approximated_35a36bb9-c479-4063-a445-a9a4c676755c_Azorubine.ttl_functional.owl,13971122,4996985,18968107
approximated_24faf36b-9a27-4f92-b4c1-770320f7d109_Gummi_candy.ttl_functional.owl,13707172,4663852,18371024
approximated_1b9bc6c9-d156-4a1c-a821-014fcf3ae7c5_20090907.rdf_functional.owl,16901633,15761714,32663347
approximated_kb-owl-syntax-unraveled-depth-4-triggers.ofn_functional.owl,329711275,961224809,1290936084
approximated_ep.cardiac-electrophysiology-ontology.2.owl.xml_functional.owl,3252962541,7104040954,10357003495
approximated_f345c79b-a278-41a6-b109-44ba64739788_PaulFisher.rdf_functional.owl,17905844,4090340,21996184
74315bf7-bb8f-4a98-95d2-f260450b6ee9_lCharacter.owl_functional.owl,19316445,3497478,22813923
approximated_dd922e1f-73f2-43fb-9a84-6664f9c4d6d3_temetazoan.owl_functional.owl,2351774036,5363187126,7714961162
approximated_cfe00e32-c9b8-404c-9f5a-07b042d046c9_codtools_02.owl_functional.owl,22539786,13928687,36468473
approximated_4a243936-cf39-4269-b053-24e2e8820fb0_Gyrodyne.rdf_functional.owl,33079157,4891333,37970490
approximated_dfc18503-60bd-4cf0-8e46-46da849392d3_Grounding.owl_functional.owl,16148576,8636411,24784987
approximated_a3f0aaeb-b9cc-4337-882c-cb968126a9f2_higgins.owl_functional.owl,15119900,4859931,19979831
approximated_1c3bac4f-4f4e-4518-bc86-0377d3dc6c32_Wahoo.rdf_functional.owl,16412057,3792583,20204640
92a9f2e8-3e78-4470-ba97-727b01ed6b3a_Station.owl_functional.owl,16224080,2863445,19087525
approximated_3d18c527-3dc1-4a8e-a715-b5e912ff6c48_calisation.owl_functional.owl,17263687,4098514,21362201
approximated_a8009033-f351-4981-aef6-bbf8c91567ab_odData.owl_functional.owl,16329226,7760964,24090190
approximated_4a6e0711-cac1-4153-82f9-1a729636c163_CPR.owl_functional.owl,37414105,44972673,82386778
wb-phenotype.c-elegans-phenotype-vocabulary.195.owl.xml_functional.owl,63248635,136889463,200138098
approximated_45c105f1-be30-4d21-acaa-545093e8a3c2_COSMOr603.owl_functional.owl,284045084,414258244,698303328
approximated_59c23576-3905-4768-807c-e42953a49469_PA8000.ttl_functional.owl,17462137,3933722,21395859
approximated_2bef0cf8-78c8-4930-8f10-3cd63f3ced94_unitcomplex_functional.owl,18513094,13302911,31816005
approximated_c111b583-ea49-41d1-8301-7bf4cd420885_ebbp2.0.3.owl_functional.owl,17125737,10619342,27745079
59c2a3d4-020a-4a2a-8b2f-a9a9c096e102_HP.obo_functional.owl,207043696,662399500,869443196
c6fe1d07-3a65-44b7-bb6e-5be86e59feaa_pr_import.owl_functional.owl,11789353,15488851,27278204
approximated_312ead57-98a6-4831-9cfc-efc961e02d26_74181.rdf_functional.owl,14057265,3756977,17814242
approximated_kb-owl-syntax-unraveled-depth-2-triggers.ofn_functional.owl,376974850,936249146,1313223996
96fca1bc-6cbd-4edf-9155-62885ac3321c_icsCreator.owl_functional.owl,22068945,2195165,24264110
approximated_7508fb18-a372-461b-861f-3e1d236f466c_qudt_functional.owl,17736467,9373467,27109934
approximated_00708.owl_functional.owl,154697390,28812827,183510217
approximated_839b2cf5-ecb9-4418-85c6-4427ff7aebd2_matrIon.owl_functional.owl,231904735,214183027,446087762
approximated_1cdf362c-2ae8-4727-b5e9-576130834e04_OBI.obo_functional.owl,2024272951,1537685949,3561958900
approximated_c2be6154-32e2-4603-829f-7d5b1d11b934_d0.owl_functional.owl,27842272,12178073,40020345
approximated_00535.owl_functional.owl,264162636,606297606,870460242
approximated_8d26f9a2-ef79-4a31-becf-0e57b2393271_undbericht.owl_functional.owl,47073137,9674820,56747957
approximated_3f2b94bf-d53a-4daf-946d-6c59da721e7c_Cola.rdf_functional.owl,17703741,4081000,21784741
approximated_702b8efb-32b2-4a87-8350-415581a69a16_Resistor.rdf_functional.owl,15490689,4223929,19714618
approximated_22b3b685-bd5e-47cd-a249-4830d6cf08c6_Fish_hook.rdf_functional.owl,14964342,4484417,19448759
approximated_c9cbf95b-a86d-41c2-85f9-8d759de6c1d9_sion.zfish.obo_functional.owl,374670675,535522557,910193232
06c9f57b-624c-4e3a-9610-48d68898db4c_HAO.obo_functional.owl,88479713,270162121,358641834
approximated_6d30d82d-ccfe-4993-b40a-958aa17be6f9_MSKB_ver1.owl_functional.owl,22170879,15155381,37326260
approximated_1f1074d7-d9d4-4a6b-8977-0a77b95392f8_interfaces.owl_functional.owl,19902511,8471016,28373527
approximated_tao.teleost-anatomy-ontology.135.owl.xml_functional.owl,136325792,300582729,436908521
approximated_77e55a95-d069-4da2-b261-57e89fcb896a_rTransport.owl_functional.owl,114454955,264000001,378454956
f24457ab-cea2-4017-b9f0-e77f9f1f4f39_notype_xp.owl2_functional.owl,392960994,169724554,562685548
approximated_052b7c55-4d02-4d5d-99f4-48676cb191e0_FYPO_functional.owl,86264928,220169368,306434296
approximated_5249685c-71db-4f8b-8746-00fe11948fa4_Mandoca.rdf_functional.owl,14875981,4245576,19121557
approximated_4e9382c4-e9aa-4494-96b1-14892f8a5695_Flail.ttl_functional.owl,12404730,4295282,16700012
approximated_6b6bbd7f-64af-446f-b47d-a11f97c191c3_Tilapia.ttl_functional.owl,18450733,4188078,22638811
approximated_4c0f61da-db43-40be-aea5-096d0e25cf87_eral_water.rdf_functional.owl,17861790,4064467,21926257
approximated_ddd751bd-f933-42b7-865d-e9aa08c3408b_ncertainty.owl_functional.owl,29238521,38049700,67288221
approximated_00627.owl_functional.owl,57284029,154717520,212001549
approximated_00f0d5f6-395b-4d82-97bd-75062b17681a_odore_CDTV.ttl_functional.owl,12511984,4206949,16718933
approximated_52d591c9-b4fc-4f87-99c4-8b81323a910f_Sun_valve.ttl_functional.owl,19020362,4188174,23208536
approximated_00039.owl_functional.owl,129520349,321301342,450821691
approximated_48bdccca-5b0c-48b6-b156-5f88a9662b1c_envirImpact.owl_functional.owl,71293348,154771165,226064513
approximated_6fce96ad-8afd-44a8-8828-258cac75fc7b_risdiction.owl_functional.owl,20980180,23884521,44864701
approximated_09b555c1-a7a1-4cc9-b9de-b53288f8fd91_onto.rdf_functional.owl,20707782,5937081,26644863
approximated_531c2d22-624b-47ae-8947-357b8894cb23_MF.owl_functional.owl,23274867,44360431,67635298
approximated_821570a0-d208-4173-a2f9-a885caabf71c_plusassocs.obo_functional.owl,21297231169,34479180312,55776411481
0b269d8d-1c50-45ce-ae4b-60a46714d203_classified.obo_functional.owl,607285995,874790596,1482076591
approximated_617ed6c6-5075-429e-aa0d-8f510bb901d7_Pentium_III.ttl_functional.owl,28638435,5426513,34064948
approximated_904615b5-96da-4a92-9a63-41b2f042c337_stermerged.owl_functional.owl,2226619209,766409026,2993028235
approximated_462bdf6b-f7ad-4c73-8244-024769021458_vertebrate.obo_functional.owl,1490816719,4137226198,5628042917
approximated_0a139bbb-6261-4262-b62c-c0d3733f5508_Drill_bit.ttl_functional.owl,154715764,5083144,159798908
approximated_ca495d9f-6fd0-455d-be1b-17538744f700_dinterests.owl_functional.owl,81905121,8847714,90752835
approximated_122239cd-6801-417a-81e4-5bb1fe1f464c_ZX80.ttl_functional.owl,84539574,3984485,88524059
approximated_kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,1425713000,2189903893,3615616893
approximated_2968831e-1053-42e1-9bcc-b6da3f94d6f9_uowithpato.owl_functional.owl,61654060,137277702,198931762
approximated_c2d3e8f6-066c-4850-9cd3-befc930596a1_opentox.owl_functional.owl,11018502,5177798,16196300
approximated_1d340b73-57f7-4f92-9367-7f131dd2e647_htning_rod.rdf_functional.owl,14064750,3827309,17892059
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-constant-classes-value-classes.ofn_functional.owl,417679830,869568994,1287248824
approximated_320badf1-da62-42a0-9c1c-34bd80ee78c7_sequence.owl_functional.owl,60913436,111725883,172639319
3c57bcdc-f50b-4109-ae15-65fc2daca9b4_sterfamily.owl_functional.owl,191679309,481040257,672719566
1a474e7b-ad9f-47a1-a5b8-89ebb8d621c8_hpdisjoints.owl_functional.owl,221379061,704792324,926171385
approximated_8c9dbe2e-b0fc-4cb9-bba4-fb6903d70b05_realraum.owl_functional.owl,37402705,50980323,88383028
approximated_1b376225-5d7e-49ee-9513-3e00ee758f9b_dam_cheese.ttl_functional.owl,13197074,3936342,17133416
approximated_00523.owl_functional.owl,130153896,257452689,387606585
approximated_54870b9a-b785-423f-8341-593ccd22e96b_dar_cheese.rdf_functional.owl,14808082,3835638,18643720
218a127c-8d13-40af-9957-63c28b0a091e_elontology.owl_functional.owl,14758643,4922310,19680953
approximated_0a07d171-7ec3-4923-b804-27f35189d2ab_Smartphone.rdf_functional.owl,12021396,3963110,15984506
approximated_545c0c28-7fab-4d03-81c3-154ab2e6d066_chemistryv9.owl_functional.owl,11532963,8858475,20391438
069b23e0-2d3c-4532-af90-4a36ad576dc5_zoology.rdf_functional.owl,17510775,2216053,19726828
af9a1bd0-8eee-4803-87a4-da7fba1f9b80_mo_sapiens.obo_functional.owl,310375179,832243773,1142618952
88ca2646-c819-46af-a2a5-3edb2ad6283b_behaviorel.owl_functional.owl,54685815,84270390,138956205
approximated_11a6ae08-af8c-4b71-b899-4bc1ab375bb8_IL2.owl_functional.owl,88832476,18837291,107669767
approximated_d8aa63e6-e43a-41a6-a8da-9b3cee1f97af_onto.rdf_functional.owl,11382106,6419986,17802092
3aecbbdb-aae6-480e-9b07-4a92532c927e_nnisPlayer.owl_functional.owl,18174564,2577825,20752389
approximated_0a613e4d-9555-4e67-8830-b5f2d3277b53_PaulFisher.rdf_functional.owl,18453877,3941035,22394912
approximated_304e32d6-f5b0-4468-9712-744482cc13de_ossAnatomy.owl_functional.owl,139255503,125336567,264592070
53d979de-8e9e-4293-aed9-4e4b771cd2b9_condition_5.owl_functional.owl,55465694,109601157,165066851
75a65645-51c9-4fe9-9f71-443fde726c1a__v5.0.1__.rdfs_functional.owl,25269875,7516759,32786634
approximated_c65713cb-5f43-44ce-86f2-9c20bf6530ae_IBM_801.rdf_functional.owl,12271333,4049106,16320439
approximated_7f287dc9-bdce-4650-9c6a-da3d089e72ae_Diptych.rdf_functional.owl,15368426,3935120,19303546
approximated_1f131286-0fa9-43e8-a0fb-b7798b7c1476_sasclasses.owl_functional.owl,13228017,1685952,14913969
147cbe7c-d161-4214-8ced-0f838c6d33f7_onto.rdf_functional.owl,20246817,3698660,23945477
approximated_02024966-c8c7-4345-b30b-844ca0bdf8f5_lipid.owl_functional.owl,192543793,340708577,533252370
approximated_kb-owl-syntax-unraveled-depth-4-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,347721350,901374283,1249095633
approximated_c759adb9-1701-429f-aec5-7bda663d10c5_WM30.owl_functional.owl,100283444,41335117,141618561
approximated_fa9611cd-15ed-46e5-8c7c-12e5fa3019d1_ocChemical.owl_functional.owl,129396120,208657941,338054061
approximated_ecdbec75-3dca-4adc-8ecb-7ab59223f896_que_wrench.rdf_functional.owl,17111308,3922624,21033932
approximated_37fa1851-5aae-4f1e-8f87-3a963d31f52a_ecrm_101001.owl_functional.owl,19994541,20730717,40725258
approximated_9a37417e-e497-4e4a-b02a-286d68cca3cf_ry20130324.owl_functional.owl,18906048,5176902,24082950
approximated_00319.owl_functional.owl,29643631,17431970,47075601
approximated_1943f3e0-e02b-43c4-8be0-887c00c50be2_odSolutions.owl_functional.owl,23009237,19837433,42846670
approximated_1e544f4f-62b0-403e-975f-cc6e46b323f3_ology_6508.rdf_functional.owl,13112057,4201881,17313938
approximated_82328b8a-70c3-452d-a0d2-411f97f022f3_Guarana.ttl_functional.owl,17660451,4028152,21688603
approximated_6e432d68-c034-4bee-b4be-a09d8639258d_swadchart.rdf_functional.owl,19484093,1854287,21338380
43ab106b-7603-4227-98c6-11076e559f15_biochebi.owl_functional.owl,4208950430,7788047800,11996998230
approximated_b63e65f5-3268-4847-b875-1facaa30a8ff_olate_cake.ttl_functional.owl,72372450,5567563,77940013
approximated_36ba3ae1-5cfd-4236-8065-31a467167b24_Assessment.owl_functional.owl,242421067,242994281,485415348
approximated_8bbf5afc-49e5-4909-90ac-c81447199582_OceanFloor.owl_functional.owl,146404828,251807339,398212167
approximated_3f281d93-288b-408e-b2b0-f59336017907_onto.rdf_functional.owl,23757298,8946537,32703835
e84667ab-aa59-43dd-a59b-fa01a7935389_xmfprotein.owl_functional.owl,49917371,10155643,60073014
68a3b126-681c-4a19-9f9a-d11a344cb62f_enotype_xp.owl_functional.owl,88388401,31763868,120152269
approximated_155783bc-563f-4401-9be5-4d331c36fe4c_930_v0.930.owl_functional.owl,23737749,28854958,52592707
approximated_0a3291d6-4084-4c87-bd3a-8a71974c331a_iconductor.ttl_functional.owl,17373225,5772928,23146153
approximated_kb-owl-syntax-coreference-IDs-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,636714472,1836572891,2473287363
approximated_c5d1a38e-60bf-4925-b4fc-56585d6dda13_ompoundCFC.owl_functional.owl,33895877,41602575,75498452
1cb603d0-4461-48b7-b7c5-ffe0cb8133db_i_of_the_Month_functional.owl,21837253,1583613,23420866
approximated_0eefc452-cedb-4f53-917b-aaa953367334_r_airplane.rdf_functional.owl,17626598,4947062,22573660
approximated_b5252068-269d-48bf-ab98-8fa7d930e944_iao.owl_functional.owl,10975188,7075380,18050568
approximated_lipro.lipid-ontology.3.owl.xml_functional.owl,41122828,77789586,118912414
approximated_a720fd8d-fed6-4c34-af00-aee3dc02ab24_M820070115.owl_functional.owl,141865657,252542584,394408241
approximated_19236968-0ae2-4fc9-b885-f8fca6435bc2_Gold_leaf.ttl_functional.owl,13406983,4968516,18375499
bc26cf47-a757-46be-9278-ea05fc30f755_Heilpflanzen_H_functional.owl,17504313,1066472,18570785
approximated_c861e21d-098a-4e3f-98bf-f24ac7f29b38_cdao.owl_functional.owl,16661226,15451662,32112888
approximated_085abd30-44cb-4bc3-90b2-ba12067a2253_premises664.rdf_functional.owl,13168814,17169110,30337924
approximated_b104bd58-3b00-495d-83d2-be4c495872a8_stribution.owl_functional.owl,26747008,35966143,62713151
approximated_00790.owl_functional.owl,55965800,115906892,171872692
approximated_19bf7357-5896-433a-96f5-550fdced9f46_Cobblestone.rdf_functional.owl,19128270,4498944,23627214
approximated_00407.owl_functional.owl,10841187,5783641,16624828
1061d93f-5382-49c7-8ff8-9bad58957dba_Parliament.owl_functional.owl,13057539,1269841,14327380
approximated_kb-owl-syntax-unraveled-depth-2-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,830484841,1160827090,1991311931
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,765693551,1479324649,2245018200
7727b8c9-0c9e-4a0d-887c-d8d992e99693_LCE2.0Lite.owl_functional.owl,18382096,5423718,23805814
approximated_10142bca-f95e-4bbd-a505-26dceaca21c2_dbpedia_3.8.owl_functional.owl,55766895,97014532,152781427
approximated_19b868f4-d568-4bfe-9562-5c72353d09c3_classified.obo_functional.owl,122284071,311147690,433431761
682dd383-e47f-487a-bdd2-68e141ea75d3_llegeCoach.owl_functional.owl,17635010,2499033,20134043
approximated_955ce844-3484-4111-8c5f-25309f1e8771_opendap.owl_functional.owl,18021834,5328363,23350197
approximated_290979f9-3ec6-4592-aeb0-3fd5352ffe34_spaceScale.owl_functional.owl,22729684,26537213,49266897
approximated_00473.owl_functional.owl,3447021407,7312543834,10759565241
approximated_05eede8d-8713-442b-85e6-c96cd7d0bf67_ing_system.ttl_functional.owl,109609038,7151579,116760617
approximated_00512.owl_functional.owl,101670778,63123420,164794198
approximated_9b7ba240-c471-4350-9fc4-415016482db5_news.owl_functional.owl,130822381,11035702,141858083
approximated_042205ac-1f9f-4527-bec0-46ac7858cdb1_app_coffee.ttl_functional.owl,128136179,3834630,131970809
approximated_8ab611f5-344f-49db-950d-2b30cd2519b7_timeline.rdf_functional.owl,14707341,8059693,22767034
approximated_13cf8419-c9df-44f2-b93a-2056f1e49237_Dessert.ttl_functional.owl,82721942,3695827,86417769
approximated_a0b141af-1c70-426b-a9fa-7af1492526b0_POWER5.rdf_functional.owl,14926314,3889095,18815409
c324a1a0-6124-47d9-b68e-6833b957fc8b_classified.obo_functional.owl,87977619,247018279,334995898
approximated_823969ae-818e-466c-9a3d-31d74170ffb3_NTNames.owl_functional.owl,159170438,7706360,166876798
approximated_00055.owl_functional.owl,105502587,9109308,114611895
approximated_29487853-ff19-47d1-87f4-e27cfe4fac15_codo2owl.owl_functional.owl,84787900,8298647,93086547
approximated_6b97ba4b-1cf9-432c-9588-595963e9ce8e_Dairy_Milk.rdf_functional.owl,112740352,3908962,116649314
approximated_1b969f77-56af-4bc7-993b-a7f8a0c2523f_mboldt_Fog.ttl_functional.owl,16470541,3895531,20366072
approximated_8dda8e44-1380-47d3-ade5-93cc9ed88d8c_cell.obo_functional.owl,40613285,75687485,116300770
approximated_0d08daa0-94a5-46c0-875c-786b2eb6d907_Scroll_saw.rdf_functional.owl,135098423,3742433,138840856
approximated_9e84983e-c3ff-4a2f-9316-ad5347df1d46_Biological.owl_functional.owl,138417308,250565998,388983306
approximated_4c042000-a214-4837-be08-f3d0275608db_PersonGroup.owl_functional.owl,142785922,3833277,146619199
approximated_77d16d40-e0d0-4bf3-995a-f6bc55b87ced__furniture.rdf_functional.owl,49657904,4004326,53662230
approximated_11d727d4-eefe-4fa4-ac83-c5185cf161c7_noaOntology.owl_functional.owl,139219250,216307860,355527110
approximated_4a3300a6-72f6-4a06-9024-ef41ad0ab4db_emic_dress.ttl_functional.owl,15886723,3759757,19646480
approximated_1630b64f-9852-4bf1-b237-d90d622ac6a0_ns.owl_functional.owl,18046003,9361881,27407884
approximated_ce01d0b4-811c-4b75-8ffa-41b2c2b45cd9_Design.v16.owl_functional.owl,20039788,7072327,27112115
ea684dbf-d36b-4f7c-b5dd-a71687b2dafa_type.rdf_functional.owl,72917666,101041846,173959512
approximated_3c41871f-f428-4862-9cfd-e3acd1b4c8c1_dian_valve.ttl_functional.owl,9176413,4548718,13725131
approximated_c074ec7f-0f44-44cb-a4fc-59563c255c54_dKnowledge.owl_functional.owl,11408422,6849651,18258073
4c221298-7309-4bc3-bb37-78ec263abb6f_classified.owl_functional.owl,24247935,28881965,53129900
approximated_a1ca6f7d-eab9-4b8f-8f9b-bed47001e9e6_interface.owl_functional.owl,16474791,2110534,18585325
0cd0b9d7-4b0b-443f-9139-2dc69088938a_pathway.obo_functional.owl,30455277,50202092,80657369
approximated_4b39fc56-bc7e-4947-a1a4-5bfd97d52ff2_Hotel.rdf_functional.owl,15253410,3911520,19164930
approximated_5b493be1-de5f-4bf8-b766-24079ab81854_cryo.owl_functional.owl,78494541,140007317,218501858
approximated_c0e4367f-8267-40a1-a83e-5a4678ad79bb_andFluvial.owl_functional.owl,134340853,214677848,349018701
approximated_d9bfc7d2-bcd1-4289-a223-2c091d2b50e1_tambisfull.owl_functional.owl,33956021,29462915,63418936
approximated_886cda93-23eb-40d2-9a1b-af45f74deb0d_onto.rdf_functional.owl,17398376,5100607,22498983
39f92fd6-6545-47a9-b77d-219c0fbadbc6__Bezeichnungen_functional.owl,19267038,2735027,22002065
approximated_eb3935a2-5c42-4f91-9277-34052419fa97_COSMOMod.owl_functional.owl,398431961,536959106,935391067
0f1441b8-1a55-42f7-abd7-e6a214a5627f_brenda.obo_functional.owl,109108491,252767977,361876468
01951143-a1ee-44e6-93eb-0b82c695c0e4_gumo.owl_functional.owl,28405098,60554790,88959888
approximated_0045af0e-5c68-4d7e-b53b-6d2cc43cce20_opaxlevel3.owl_functional.owl,18184750,7647075,25831825
approximated_427c5805-6c00-4123-951b-82bb4f7f00a4_Caesium.rdf_functional.owl,11665587,4334153,15999740
approximated_eb2f8a9d-c645-466f-9f92-2998f1b73fbb_salo.owl_functional.owl,13177755,16561403,29739158
immdis.immune-disorder-ontology.1.owl.xml_functional.owl,37389188,78206938,115596126
approximated_3a720fee-fc9d-49b3-a59d-1972aa6d1100_Bolt_cutter.ttl_functional.owl,15543783,3797317,19341100
approximated_496795fa-3ed1-4544-b940-cf8f338c4fbb_Steel_wool.ttl_functional.owl,15313616,3913780,19227396
approximated_a8aa88ff-2631-42b0-ac47-4804b01b57d9_Bus.ttl_functional.owl,11626232,3829990,15456222
approximated_6d2b6ef6-402f-4f26-ad3d-1003b0cfa233_staxontbox.owl_functional.owl,1821116682,3384637817,5205754499
f4dd079c-0b5b-4254-bcc2-c055bd008098_classified.owl_functional.owl,151154438,389043023,540197461
approximated_8ebd7e72-5d7f-4041-8d7f-f5d44f671d18_esc.owl_functional.owl,40992241,13647804,54640045
approximated_80d3045e-e709-447f-8a60-64f953ed6718_disk_drive.ttl_functional.owl,9571121,3783926,13355047
approximated_48431d82-6ace-492f-bf5a-0cc0be753a9c_Asphalt.rdf_functional.owl,10734234,3724227,14458461
approximated_17fe5dd2-bbc3-4668-907f-9b43549deda4_quantity_functional.owl,17504209,18116053,35620262
approximated_2c5fa5c5-067a-4a52-b9a0-aab4378f18fe_nson_Valve.rdf_functional.owl,16048269,3908102,19956371
015f8405-f234-4e27-a9d3-0bf659b9e785_mpath.owl_functional.owl,29339216,44318173,73657389
approximated_e9374aaa-bcc8-471d-bab1-a28dc48b94fa_PaulFisher.rdf_functional.owl,17246017,3104163,20350180
00139.owl_functional.owl,19898043,4934921,24832964
approximated_74fedc71-8310-487c-9bf1-0e9e08355144_ura_cheese.ttl_functional.owl,15049192,4001173,19050365
approximated_aa5158a7-9b23-4a0d-a71c-a87b357bfed5_nedprotege.owl_functional.owl,28868232,46938502,75806734
58cdafe1-027c-48b9-892f-f4910d27d31e_Country.owl_functional.owl,15640109,1301492,16941601
approximated_0f1d6b38-3d37-4989-bd56-913674f8cf6c_Royce_WR21.rdf_functional.owl,17457856,4200512,21658368
approximated_ido.infectious-disease-ontology.7.owl.xml_functional.owl,23271889,32715677,55987566
approximated_3e2271f3-8f9a-4f9c-b30f-42627781bc1a_relational.owl_functional.owl,15135286,6757998,21893284
56dfb985-4e2b-43fa-b94e-41c4c1d096a7_Criminal.owl_functional.owl,14004646,2306575,16311221
6db72b64-5e51-4f54-b197-c70294d3f9c9_onInferred.owl_functional.owl,13369526,5473241,18842767
a0512604-71c0-47a6-a9e1-7de2d21505dd_lanogaster.owl_functional.owl,308660064,423094473,731754537
6ab826d5-9d64-4df3-99f5-53ab756d148e_egorieAlchemie_functional.owl,18353673,1358961,19712634
approximated_a1096c57-096c-4dac-bef8-10ce4babb27e_turkish.owl_functional.owl,24117076,5927349,30044425
approximated_f252ccbd-f4b4-44e0-8b46-7a106deca8f8_Discipline.owl_functional.owl,73273460,149448858,222722318
